YearMonth,Revenue
2017-01,1379.3890322580644
2017-02,1960.7885714285715
2017-03,1895.2183870967742
2017-04,1943.8173333333332
2017-05,1369.225806451613
2017-06,2019.8453333333334
2017-07,1995.031612903226
2017-08,2057.7599999999998
2017-09,1496.2259999999999
2017-10,1859.419677419355
2017-11,1746.7003333333334
2017-12,1866.2432258064516
2018-01,3557.886451612903
2018-02,3577.1664285714287
2018-03,4033.3609677419354
2018-04,3923.944
2018-05,3371.434193548387
2018-06,3899.8863333333334
2018-07,3955.1348387096773
2018-08,3556.7751612903226
2018-09,3085.548333333333
2018-10,3557.2312903225807
2018-11,3871.9413333333337
2018-12,3461.564838709677
2019-01,3036.4912903225804
2019-02,2390.6057142857144
2019-03,1992.283870967742
2019-04,2694.741
2019-05,2369.8238709677416
2019-06,2340.213666666667
2019-07,2360.8270967741937
2019-08,2253.2832258064514
2019-09,2763.4913333333334
2019-10,2593.306129032258
2019-11,2294.8426666666664
2019-12,2969.5167741935484
2020-01,4175.347741935484
2020-02,2863.7599999999998
2020-03,1991.9716129032258
2020-04,0.0
2020-05,0.0
2020-06,877.8506666666667
2020-07,1468.1445161290324
2020-08,1825.5874193548386
2020-09,2099.929333333333
2020-10,2135.7887096774193
2020-11,2582.5206666666663
2020-12,2997.798709677419
2021-01,647.0512903225806
2021-02,607.0371428571428
2021-03,762.8825806451613
2021-04,921.677
2021-05,729.2777419354838
2021-06,1081.0046666666667
2021-07,934.7390322580645
2021-08,1028.7506451612903
2021-09,1081.8456666666666
2021-10,1023.4458064516128
2021-11,1355.4303333333335
2021-12,1479.5177419354839
2022-01,783.5451612903227
2022-02,718.8996428571428
2022-03,776.4116129032258
2022-04,727.196
2022-05,610.6932258064517
2022-06,662.6213333333333
2022-07,593.38
2022-08,665.1438709677419
2022-09,556.9896666666666
2022-10,748.7148387096775
2022-11,922.0493333333333
2022-12,972.0725806451613
