YearMonth,Revenue
2017-01,5214.630322580645
2017-02,5800.398928571429
2017-03,4449.9838709677415
2017-04,5652.879
2017-05,4973.39
2017-06,6580.007333333333
2017-07,6217.356129032259
2017-08,5144.985483870967
2017-09,5050.2660000000005
2017-10,5856.869677419355
2017-11,6394.689666666667
2017-12,6455.3854838709685
2018-01,9819.09
2018-02,11592.128214285714
2018-03,11621.179032258064
2018-04,11655.972666666667
2018-05,12420.414838709677
2018-06,11428.624
2018-07,12130.284193548387
2018-08,11744.251935483871
2018-09,12260.452666666668
2018-10,9789.486129032259
2018-11,12813.637333333334
2018-12,12978.991612903226
2019-01,8209.793870967742
2019-02,6836.251785714286
2019-03,7881.365483870967
2019-04,7016.929999999999
2019-05,8647.762903225806
2019-06,8629.378333333334
2019-07,8336.033870967742
2019-08,7558.786451612903
2019-09,8757.109666666665
2019-10,8820.659032258065
2019-11,7341.97
2019-12,7418.949032258064
2020-01,9694.310967741936
2020-02,8193.36724137931
2020-03,6388.028387096774
2020-04,0.0
2020-05,0.0
2020-06,2870.086666666667
2020-07,3833.204516129032
2020-08,5439.252903225806
2020-09,4935.459333333333
2020-10,5951.1432258064515
2020-11,6875.102
2020-12,8602.61870967742
2021-01,2147.431935483871
2021-02,1953.1832142857143
2021-03,2184.3829032258063
2021-04,2461.1556666666665
2021-05,2593.6687096774194
2021-06,2931.4066666666668
2021-07,3280.1812903225805
2021-08,3417.501612903226
2021-09,3341.0556666666666
2021-10,2986.1367741935487
2021-11,3857.887333333333
2021-12,4289.60129032258
2022-01,2358.0590322580647
2022-02,2418.0499999999997
2022-03,2370.0387096774193
2022-04,2422.1826666666666
2022-05,1980.4725806451613
2022-06,2155.9829999999997
2022-07,1999.8345161290324
2022-08,2742.162580645161
2022-09,2033.0656666666666
2022-10,2335.0332258064514
2022-11,2507.998666666667
2022-12,3669.0345161290325
