YearMonth,Revenue
2017-01,1457.9351612903224
2017-02,1409.0300000000002
2017-03,1399.1829032258063
2017-04,1242.247
2017-05,1236.4593548387097
2017-06,1251.5646666666667
2017-07,1335.8554838709679
2017-08,1466.8887096774195
2017-09,1600.411
2017-10,1332.7303225806452
2017-11,1499.5720000000001
2017-12,1298.795483870968
2018-01,2805.1974193548385
2018-02,2934.0846428571426
2018-03,3050.687096774194
2018-04,3026.502
2018-05,3155.5380645161295
2018-06,2590.637333333333
2018-07,2297.55
2018-08,2790.590322580645
2018-09,2753.5456666666664
2018-10,3019.392903225806
2018-11,2587.252
2018-12,2602.7787096774196
2019-01,1732.4245161290323
2019-02,2000.4578571428572
2019-03,1918.1983870967742
2019-04,1838.9136666666668
2019-05,1696.646129032258
2019-06,2064.2573333333335
2019-07,1846.351612903226
2019-08,2086.471612903226
2019-09,2116.8656666666666
2019-10,2152.1858064516127
2019-11,1939.913
2019-12,1681.0387096774193
2020-01,2354.719677419355
2020-02,2125.5337931034483
2020-03,1568.65
2020-04,0.0
2020-05,0.0
2020-06,743.27
2020-07,1119.1651612903227
2020-08,1216.2709677419355
2020-09,1452.3376666666666
2020-10,2070.1583870967743
2020-11,1949.0036666666667
2020-12,2322.628387096774
2021-01,536.2287096774194
2021-02,549.2260714285715
2021-03,511.2367741935484
2021-04,667.6846666666667
2021-05,641.6441935483871
2021-06,738.339
2021-07,774.0319354838709
2021-08,778.963870967742
2021-09,838.9276666666667
2021-10,742.0206451612903
2021-11,1207.0676666666666
2021-12,1041.2041935483871
2022-01,608.11
2022-02,674.6825
2022-03,460.6529032258064
2022-04,585.0086666666666
2022-05,459.758064516129
2022-06,456.326
2022-07,569.1335483870968
2022-08,439.0641935483871
2022-09,476.10499999999996
2022-10,598.1090322580645
2022-11,781.7653333333333
2022-12,823.3858064516129
