YearMonth,Revenue
2017-01,4943.01
2017-02,3950.7714285714287
2017-03,3904.8787096774195
2017-04,3767.0816666666665
2017-05,3573.1177419354835
2017-06,4210.164666666667
2017-07,3521.687096774194
2017-08,4107.178064516129
2017-09,4068.2186666666666
2017-10,3565.4448387096772
2017-11,3637.5426666666667
2017-12,4068.157419354839
2018-01,8106.977741935484
2018-02,8679.890714285715
2018-03,7881.735161290323
2018-04,8191.700666666667
2018-05,7674.112258064516
2018-06,6889.376333333334
2018-07,8871.77870967742
2018-08,7447.746129032258
2018-09,9154.400666666666
2018-10,7987.68
2018-11,8808.588666666667
2018-12,9529.55258064516
2019-01,5540.02935483871
2019-02,4992.102857142857
2019-03,4702.917096774193
2019-04,5631.907999999999
2019-05,5132.584516129032
2019-06,5429.591666666666
2019-07,5770.5887096774195
2019-08,5516.683548387097
2019-09,5627.837666666667
2019-10,4983.5199999999995
2019-11,5347.206999999999
2019-12,6326.274193548387
2020-01,7695.943548387097
2020-02,6048.953793103448
2020-03,5139.868387096773
2020-04,0.0
2020-05,0.0
2020-06,1710.361
2020-07,3496.3370967741935
2020-08,3736.7316129032256
2020-09,4124.802333333334
2020-10,4205.9148387096775
2020-11,6287.849
2020-12,7500.768064516129
2021-01,1472.7477419354839
2021-02,1287.0400000000002
2021-03,1364.217741935484
2021-04,2160.8683333333333
2021-05,1859.345806451613
2021-06,2245.788666666667
2021-07,2513.1499999999996
2021-08,2418.647419354839
2021-09,2252.0873333333334
2021-10,2035.405806451613
2021-11,2720.3693333333335
2021-12,3227.9025806451614
2022-01,1617.650322580645
2022-02,1512.1903571428572
2022-03,1271.6954838709676
2022-04,1519.794666666667
2022-05,1685.6070967741935
2022-06,1703.8013333333333
2022-07,1570.9816129032258
2022-08,1709.343548387097
2022-09,1609.044666666667
2022-10,1801.600322580645
2022-11,1780.5173333333332
2022-12,2034.8893548387098
