YearMonth,Revenue
2017-01,5888.683225806451
2017-02,3923.951785714286
2017-03,4599.351612903226
2017-04,5222.647
2017-05,4616.867096774194
2017-06,5428.574666666666
2017-07,5940.793548387097
2017-08,4675.017419354839
2017-09,4711.821333333334
2017-10,4759.75
2017-11,5082.977333333333
2017-12,4909.488709677419
2018-01,8148.076451612903
2018-02,8474.764285714286
2018-03,11901.47806451613
2018-04,12232.924666666666
2018-05,10126.293548387095
2018-06,9883.219333333334
2018-07,10618.597419354839
2018-08,11541.732903225808
2018-09,8486.228333333334
2018-10,11120.186451612903
2018-11,10758.597
2018-12,10287.778387096774
2019-01,8044.0487096774195
2019-02,6048.814642857143
2019-03,7713.712580645161
2019-04,7774.338333333333
2019-05,7782.584516129032
2019-06,6702.151333333333
2019-07,6446.460967741936
2019-08,7975.43870967742
2019-09,5077.269
2019-10,6902.4545161290325
2019-11,5686.178666666666
2019-12,7168.055161290323
2020-01,9224.72935483871
2020-02,7998.77275862069
2020-03,5565.378064516129
2020-04,0.0
2020-05,0.0
2020-06,2487.4316666666664
2020-07,3041.003548387097
2020-08,5634.439677419355
2020-09,5632.691666666667
2020-10,7043.018387096775
2020-11,7162.1066666666675
2020-12,11699.212258064517
2021-01,1792.8129032258064
2021-02,1767.5132142857144
2021-03,2159.6448387096775
2021-04,2752.8676666666665
2021-05,2189.503870967742
2021-06,2950.558
2021-07,3171.563870967742
2021-08,2808.6874193548388
2021-09,3506.3046666666664
2021-10,2903.632903225807
2021-11,3721.775333333333
2021-12,3806.1774193548385
2022-01,2099.301290322581
2022-02,2112.6889285714287
2022-03,2333.6451612903224
2022-04,2060.9156666666668
2022-05,2125.881935483871
2022-06,1934.4996666666666
2022-07,2012.306129032258
2022-08,2023.0838709677419
2022-09,1974.4036666666666
2022-10,2191.904193548387
2022-11,3254.449333333333
2022-12,3011.084516129032
