YearMonth,Revenue
2017-01,5023.502903225806
2017-02,3987.6307142857145
2017-03,4227.641612903226
2017-04,4118.656666666667
2017-05,4597.578064516129
2017-06,4831.659
2017-07,5071.778064516129
2017-08,5679.984193548387
2017-09,4561.104
2017-10,3881.019677419355
2017-11,5125.061333333333
2017-12,4262.293225806451
2018-01,9422.110967741935
2018-02,9572.532500000001
2018-03,8823.053225806452
2018-04,10461.324333333332
2018-05,10954.636774193548
2018-06,9106.196333333333
2018-07,9632.435483870968
2018-08,9347.778387096774
2018-09,10532.876
2018-10,9966.226129032259
2018-11,10029.187333333333
2018-12,10979.597741935484
2019-01,5663.387741935484
2019-02,7470.885357142857
2019-03,6788.865483870968
2019-04,6039.588999999999
2019-05,6653.866774193548
2019-06,6604.655333333333
2019-07,6424.348387096774
2019-08,6016.932258064516
2019-09,7150.92
2019-10,7427.616774193548
2019-11,6512.819666666666
2019-12,6059.624516129032
2020-01,7277.4403225806445
2020-02,6872.546896551725
2020-03,4969.202580645161
2020-04,0.0
2020-05,0.0
2020-06,2321.418
2020-07,3147.9632258064516
2020-08,4501.516451612903
2020-09,5143.801333333334
2020-10,5814.421612903226
2020-11,7768.518
2020-12,7696.353548387096
2021-01,1525.0496774193548
2021-02,1829.3121428571428
2021-03,1892.7706451612903
2021-04,2233.1473333333333
2021-05,2453.5032258064516
2021-06,2569.8923333333337
2021-07,2644.6593548387095
2021-08,2391.569677419355
2021-09,2874.179333333333
2021-10,2474.536129032258
2021-11,2998.926
2021-12,4156.40064516129
2022-01,1872.2706451612903
2022-02,2086.630714285714
2022-03,1870.1967741935484
2022-04,2003.673
2022-05,1477.9490322580646
2022-06,1758.2103333333332
2022-07,1791.5361290322583
2022-08,2092.7161290322583
2022-09,1404.173
2022-10,1915.477741935484
2022-11,2243.6730000000002
2022-12,2709.5290322580645
