YearMonth,Revenue
2017-01,3435.700322580645
2017-02,3248.0632142857144
2017-03,3102.695806451613
2017-04,3457.0246666666667
2017-05,4234.77870967742
2017-06,3860.985666666667
2017-07,3617.420322580645
2017-08,3527.031612903226
2017-09,3562.852
2017-10,3633.0709677419354
2017-11,2575.1673333333333
2017-12,2863.9367741935484
2018-01,7965.547096774193
2018-02,7865.409285714285
2018-03,7070.483225806452
2018-04,7007.528333333334
2018-05,7192.452258064516
2018-06,7170.274
2018-07,7635.210322580645
2018-08,8401.11064516129
2018-09,7480.561
2018-10,8089.6248387096775
2018-11,7358.303
2018-12,6595.514838709677
2019-01,4858.293225806451
2019-02,4831.173928571428
2019-03,4968.380322580645
2019-04,5613.202
2019-05,4469.112258064516
2019-06,4934.558333333333
2019-07,4089.794193548387
2019-08,4717.683225806451
2019-09,4599.961666666667
2019-10,5158.614193548387
2019-11,4971.483333333334
2019-12,5472.142903225807
2020-01,6086.462580645161
2020-02,4559.45275862069
2020-03,4688.131612903226
2020-04,0.0
2020-05,0.0
2020-06,1466.8296666666668
2020-07,2697.824193548387
2020-08,3184.7306451612903
2020-09,4103.17
2020-10,4089.026451612903
2020-11,5725.643
2020-12,6175.157096774194
2021-01,1279.456129032258
2021-02,1225.8232142857144
2021-03,1578.9851612903226
2021-04,1727.6176666666665
2021-05,1796.233870967742
2021-06,1970.5829999999999
2021-07,2275.3206451612905
2021-08,2000.4877419354839
2021-09,2205.097666666667
2021-10,2077.247741935484
2021-11,2946.8940000000002
2021-12,2749.6848387096775
2022-01,1295.2435483870968
2022-02,1334.6992857142857
2022-03,1460.2583870967742
2022-04,1305.8003333333334
2022-05,1390.2877419354838
2022-06,1214.9276666666667
2022-07,1188.1522580645162
2022-08,1468.406451612903
2022-09,1346.1213333333333
2022-10,1518.8587096774195
2022-11,2065.005
2022-12,1686.6458064516128
