YearMonth,Revenue
2017-01,6262.460967741936
2017-02,5827.4917857142855
2017-03,5304.1283870967745
2017-04,5864.217333333333
2017-05,4977.731935483871
2017-06,6192.731333333333
2017-07,6054.332903225807
2017-08,5075.121935483871
2017-09,6290.148666666666
2017-10,4648.768709677419
2017-11,5388.477666666667
2017-12,5581.514193548387
2018-01,11264.746451612904
2018-02,10706.058928571429
2018-03,11545.20064516129
2018-04,12988.706666666667
2018-05,10552.707419354838
2018-06,10154.121000000001
2018-07,13789.092580645161
2018-08,13570.879032258064
2018-09,9947.538999999999
2018-10,10428.481935483871
2018-11,10298.370666666666
2018-12,10314.997419354839
2019-01,6646.050645161291
2019-02,7376.296071428572
2019-03,7758.0490322580645
2019-04,6730.543000000001
2019-05,5565.344516129032
2019-06,7097.5650000000005
2019-07,7450.902580645161
2019-08,7865.876774193548
2019-09,6865.632666666667
2019-10,6264.613870967742
2019-11,6353.077666666667
2019-12,7238.076451612903
2020-01,8447.085806451612
2020-02,6216.1134482758625
2020-03,5478.83806451613
2020-04,0.0
2020-05,0.0
2020-06,2786.8506666666667
2020-07,3711.8209677419354
2020-08,5391.482258064517
2020-09,4969.5143333333335
2020-10,6305.747741935484
2020-11,9496.103333333333
2020-12,11504.46064516129
2021-01,2056.8270967741937
2021-02,2079.039642857143
2021-03,2191.886451612903
2021-04,2772.2383333333332
2021-05,3010.469677419355
2021-06,3968.309
2021-07,3441.4632258064516
2021-08,3425.455483870968
2021-09,2974.92
2021-10,3244.613870967742
2021-11,4232.709666666667
2021-12,4900.8096774193555
2022-01,2362.295483870968
2022-02,1958.3464285714285
2022-03,2136.3141935483873
2022-04,2258.8166666666666
2022-05,2361.186774193548
2022-06,2083.3566666666666
2022-07,2194.13935483871
2022-08,2317.403870967742
2022-09,1875.5433333333335
2022-10,2351.2103225806454
2022-11,2581.0316666666668
2022-12,3370.728064516129
