YearMonth,Revenue
2017-01,1200.376451612903
2017-02,1321.7428571428572
2017-03,1441.3954838709678
2017-04,1552.2783333333332
2017-05,1359.8635483870967
2017-06,1599.7886666666668
2017-07,1161.1145161290324
2017-08,1543.2316129032258
2017-09,1438.54
2017-10,1062.3335483870967
2017-11,1259.5
2017-12,1102.9338709677418
2018-01,2500.3335483870965
2018-02,2419.2342857142858
2018-03,2698.8683870967743
2018-04,2913.087
2018-05,2420.7867741935484
2018-06,2905.734
2018-07,2691.6499999999996
2018-08,2675.4616129032256
2018-09,2828.073
2018-10,2724.7709677419357
2018-11,3261.3236666666667
2018-12,3486.108387096774
2019-01,1851.3629032258063
2019-02,1923.4978571428571
2019-03,1565.0783870967741
2019-04,1737.4283333333333
2019-05,1953.1661290322581
2019-06,1862.6446666666666
2019-07,1940.6116129032257
2019-08,1810.2296774193549
2019-09,2103.7706666666663
2019-10,2187.174193548387
2019-11,1481.5513333333333
2019-12,2261.97
2020-01,2594.0106451612905
2020-02,2191.694137931034
2020-03,1792.4687096774194
2020-04,0.0
2020-05,0.0
2020-06,587.12
2020-07,853.9906451612903
2020-08,1494.5732258064515
2020-09,1414.2753333333335
2020-10,1907.3600000000001
2020-11,1974.7266666666667
2020-12,2101.3416129032257
2021-01,533.5174193548387
2021-02,535.8875
2021-03,552.5922580645162
2021-04,701.4856666666667
2021-05,629.4077419354838
2021-06,641.4590000000001
2021-07,915.3751612903226
2021-08,770.9229032258065
2021-09,885.0593333333333
2021-10,856.1641935483871
2021-11,786.6213333333333
2021-12,1086.2083870967742
2022-01,511.42806451612904
2022-02,589.7753571428572
2022-03,533.3735483870968
2022-04,567.1416666666667
2022-05,512.2948387096774
2022-06,526.1256666666667
2022-07,416.50870967741935
2022-08,614.9383870967742
2022-09,453.40766666666667
2022-10,543.2758064516129
2022-11,719.6703333333334
2022-12,775.3964516129032
