YearMonth,Revenue
2017-01,3634.6658064516128
2017-02,4174.415714285714
2017-03,4187.986774193549
2017-04,3884.710666666667
2017-05,4382.51
2017-06,4023.102
2017-07,3587.1158064516126
2017-08,3861.0006451612903
2017-09,3445.6033333333335
2017-10,3695.91064516129
2017-11,3467.134
2017-12,3620.107741935484
2018-01,7953.392580645161
2018-02,5589.848571428572
2018-03,5917.703548387097
2018-04,7922.2789999999995
2018-05,7655.693870967742
2018-06,8320.043666666666
2018-07,7991.778064516129
2018-08,7836.677741935484
2018-09,7173.272
2018-10,5728.259677419354
2018-11,6883.094
2018-12,7073.284193548387
2019-01,4527.971290322581
2019-02,5101.394285714286
2019-03,4916.742903225806
2019-04,5169.425333333334
2019-05,4332.4329032258065
2019-06,4662.786666666667
2019-07,5382.563870967742
2019-08,5059.3787096774195
2019-09,5206.9039999999995
2019-10,4760.195161290322
2019-11,5364.939666666667
2019-12,5209.685483870968
2020-01,6218.272903225806
2020-02,4821.942413793104
2020-03,4212.808064516129
2020-04,0.0
2020-05,0.0
2020-06,1815.516
2020-07,2632.582580645161
2020-08,3259.0006451612903
2020-09,4044.472
2020-10,3519.6306451612904
2020-11,5579.1106666666665
2020-12,7449.650967741935
2021-01,1135.5216129032258
2021-02,1217.5553571428572
2021-03,1526.2509677419355
2021-04,1504.3343333333332
2021-05,1765.0909677419354
2021-06,2302.9930000000004
2021-07,1856.345806451613
2021-08,2035.128387096774
2021-09,2170.182
2021-10,2331.151935483871
2021-11,2733.68
2021-12,3062.2364516129032
2022-01,1367.898064516129
2022-02,1608.9867857142856
2022-03,1418.8148387096776
2022-04,1409.2486666666666
2022-05,1370.2248387096774
2022-06,1422.894
2022-07,1328.4622580645162
2022-08,1305.9529032258065
2022-09,1328.6503333333335
2022-10,1370.1312903225805
2022-11,1919.3480000000002
2022-12,2241.251935483871
